subject,time_spent,recall_score,previous_interval,next_study_interval
Geography,93.57,3.36,6.24,15.07
History,21.77,3.8,5.1,12.62
CS,86.22,4.88,2.76,7.15
Math,55.51,3.1,4.2,9.98
Physics,77.19,5.0,1.7,4.42
Literature,61.6,5.0,2.38,6.19
Math,82.79,3.37,0.19,1.0
CS,52.25,2.92,0.28,1.0
CS,38.03,4.2,5.31,13.4
History,88.41,3.15,0.18,1.0
Chemistry,57.73,2.34,0.56,1.26
Math,64.43,4.78,4.77,12.31
Literature,84.7,4.72,0.0,1.0
Math,39.36,3.66,1.0,2.46
Biology,71.91,2.24,2.63,5.86
Chemistry,48.2,2.27,2.71,6.05
Literature,57.36,3.61,4.5,11.03
Geography,61.45,3.0,2.12,5.0
Literature,30.0,3.16,2.14,5.1
Physics,44.42,4.52,3.88,9.92
History,87.02,4.23,2.07,5.23
Physics,77.72,4.88,2.81,7.28
Literature,58.75,2.51,6.84,15.57
Chemistry,64.86,3.16,1.54,3.67
Math,54.12,4.26,1.46,3.69
Geography,87.13,3.95,0.01,1.0
Math,55.99,5.0,2.85,7.41
Chemistry,64.64,3.92,0.09,1.0
Literature,82.92,5.0,2.1,5.46
CS,44.45,4.04,4.89,12.25
Math,91.18,4.56,2.39,6.12
CS,29.39,3.18,0.94,2.24
Math,92.59,3.51,4.63,11.28
Math,52.55,4.41,0.94,2.39
Geography,55.15,5.0,3.96,10.3
History,22.2,4.23,2.83,7.15
History,50.9,3.42,0.56,1.36
Biology,39.2,4.88,7.07,18.31
Physics,47.85,1.31,0.67,1.0
Chemistry,57.25,2.08,13.69,30.06
Chemistry,79.16,4.18,0.02,1.0
Chemistry,64.15,3.51,0.92,2.24
Biology,66.15,4.11,0.67,1.68
History,38.09,3.56,0.04,1.0
Literature,42.38,4.07,3.95,9.91
CS,95.97,2.69,3.55,8.2
Geography,45.3,4.07,4.72,11.84
CS,93.12,4.49,0.89,2.27
Literature,55.14,4.72,1.76,4.53
Geography,60.05,5.0,3.23,8.4
Biology,81.41,3.74,1.74,4.29
Literature,85.44,3.77,3.59,8.87
Chemistry,57.78,1.98,3.02,1.0
Physics,52.24,2.97,0.37,1.0
Math,58.88,3.31,4.56,10.98
CS,66.76,4.55,3.83,9.8
History,77.83,2.89,3.2,7.49
History,60.08,4.3,0.51,1.29
Biology,72.38,3.5,0.94,2.29
Geography,92.77,3.32,1.5,3.61
History,67.63,3.75,0.99,2.44
Chemistry,66.23,3.11,0.78,1.85
CS,29.62,3.07,4.91,11.64
Literature,7.39,1.8,3.05,1.0
Chemistry,67.77,3.25,2.5,6.0
Biology,58.1,3.02,0.77,1.82
Chemistry,49.7,2.98,7.51,17.7
Literature,64.87,3.92,0.64,1.59
Physics,58.79,4.16,4.75,11.96
Biology,82.56,3.73,10.2,25.15
Physics,61.72,4.5,3.9,9.96
Math,45.06,4.08,14.83,37.22
Physics,79.8,3.2,3.16,7.56
Math,55.66,3.04,0.74,1.75
Math,70.53,3.81,0.68,1.68
Physics,50.45,4.07,1.18,2.96
Biology,47.0,4.9,0.02,1.0
Geography,61.68,4.69,3.43,8.83
Literature,60.26,2.96,0.94,2.21
Chemistry,69.6,3.4,5.07,12.27
Chemistry,54.63,4.17,1.33,3.35
Literature,23.27,4.57,1.96,5.02
CS,51.34,4.44,10.12,25.8
CS,75.88,3.44,0.83,2.01
Math,54.05,2.25,3.83,8.54
Math,55.07,2.5,4.22,9.6
Biology,79.73,3.77,0.75,1.85
History,45.76,3.84,2.09,5.18
Physics,29.14,2.4,1.29,2.91
Math,56.79,3.54,4.43,10.81
Chemistry,50.32,4.13,2.92,7.34
Biology,40.68,2.35,1.94,4.36
Physics,56.49,4.6,4.53,11.62
Biology,69.83,3.12,0.8,1.9
Physics,59.81,4.76,4.2,10.83
Physics,66.14,2.97,6.02,14.18
Literature,96.27,2.47,6.33,14.37
Math,53.14,3.04,4.59,10.86
Geography,65.57,3.4,1.57,3.8
Biology,49.82,3.11,12.02,28.58
Geography,43.07,3.28,1.43,3.44
Biology,48.3,3.83,3.05,7.56
Literature,50.42,3.33,0.53,1.28
Chemistry,67.19,3.43,11.8,28.62
Geography,106.98,1.79,3.65,1.0
Chemistry,45.68,3.89,4.2,10.44
CS,51.67,3.41,0.2,1.0
Math,58.74,5.0,4.32,11.23
Math,67.92,2.56,4.47,10.22
History,65.27,1.69,3.34,1.0
Literature,85.68,4.12,1.04,2.61
Chemistry,11.47,3.85,2.02,5.01
Physics,12.26,2.49,0.35,1.0
Biology,50.08,1.97,1.91,1.0
Math,81.95,5.0,0.84,2.18
Geography,28.69,4.91,1.29,3.34
Biology,-0.15,1.01,0.53,1.0
Biology,71.42,3.04,0.78,1.85
History,64.87,5.0,0.24,1.0
Chemistry,38.2,3.02,7.57,17.89
Math,40.29,3.01,2.27,5.36
Biology,40.61,3.22,1.52,3.64
Math,62.21,2.38,2.3,5.18
Physics,47.47,1.8,2.97,1.0
History,69.88,4.55,7.65,19.58
Physics,2.91,1.66,0.59,1.0
Math,42.86,3.75,1.05,2.59
CS,37.48,4.39,11.16,28.39
Geography,54.87,2.05,1.39,3.04
Math,49.24,2.58,0.07,1.0
Chemistry,75.96,4.71,0.48,1.24
Biology,22.81,4.03,0.08,1.0
Biology,60.91,2.88,13.79,32.28
Physics,71.17,4.7,0.98,2.52
Geography,97.13,4.71,7.71,19.85
History,50.36,3.77,16.48,40.73
CS,66.49,2.6,2.75,6.31
Literature,23.92,3.09,0.1,1.0
Geography,12.16,3.79,0.26,1.0
Biology,76.9,3.31,1.97,4.74
Chemistry,59.89,4.44,1.56,3.98
Geography,83.57,1.97,2.8,1.0
Physics,32.53,2.01,1.73,3.77
Physics,70.4,3.68,8.16,20.07
Literature,97.38,3.01,2.3,5.43
Chemistry,68.39,2.87,3.55,8.3
History,65.53,1.73,6.8,1.0
Geography,60.17,3.52,0.48,1.17
Chemistry,28.58,3.45,0.78,1.89
History,87.11,4.15,0.34,1.0
Chemistry,47.78,3.57,0.45,1.1
Chemistry,70.09,3.37,2.16,5.22
Math,28.74,4.68,1.16,2.98
Physics,36.41,2.19,1.65,3.66
Geography,88.7,4.04,12.13,30.38
Chemistry,53.05,1.83,0.51,1.0
Geography,89.07,2.66,2.33,5.37
Literature,58.44,2.29,0.31,1.0
Chemistry,23.16,4.28,1.15,2.91
Biology,77.84,3.43,2.25,5.46
Physics,48.2,3.49,8.79,21.39
Biology,73.97,2.39,1.49,3.36
Geography,60.5,3.2,0.2,1.0
Geography,29.14,2.74,1.47,3.41
Physics,63.29,3.88,0.47,1.17
Geography,103.92,2.51,0.78,1.78
Biology,69.86,4.83,2.89,7.47
Chemistry,58.85,1.82,0.21,1.0
Chemistry,81.51,2.69,1.87,4.32
Math,64.21,5.0,2.82,7.33
Literature,64.19,3.06,1.64,3.89
Geography,38.17,2.19,0.06,1.0
Biology,64.68,3.72,12.7,31.3
Geography,80.71,3.02,1.37,3.24
Geography,43.28,2.66,4.52,10.41
History,88.49,2.4,1.18,2.66
Math,58.17,5.0,1.93,5.02
Biology,42.24,3.25,1.48,3.55
Biology,79.95,1.57,1.26,1.0
Geography,54.26,4.99,0.07,1.0
Math,75.19,4.11,1.34,3.37
Chemistry,54.16,2.73,6.61,15.3
Biology,58.8,2.57,3.52,8.05
Chemistry,69.87,4.17,0.47,1.18
Math,65.82,3.25,2.68,6.43
Chemistry,20.09,1.57,6.68,1.0
Physics,37.58,5.0,3.61,9.39
History,78.59,3.07,0.48,1.14
CS,57.36,5.0,6.07,15.78
Biology,49.53,4.78,1.08,2.79
Literature,32.83,2.5,1.82,4.14
History,38.41,4.53,2.24,5.73
CS,19.56,2.85,5.7,13.31
Chemistry,57.97,1.63,8.05,1.0
Biology,48.03,3.08,7.96,18.89
Chemistry,40.67,3.9,0.02,1.0
Physics,58.64,3.04,7.65,18.1
Math,67.28,3.19,0.17,1.0
Biology,101.86,4.64,0.93,2.39
CS,29.76,3.61,2.17,5.32
CS,83.19,2.66,1.96,4.51
Physics,79.46,4.2,2.78,7.01
Physics,44.42,3.7,1.96,4.83
Geography,64.06,1.0,8.17,1.0
Biology,50.85,3.93,0.83,2.07
Chemistry,63.71,3.89,0.96,2.39
Literature,90.18,3.52,7.6,18.53
CS,72.11,4.39,0.24,1.0
CS,70.17,2.83,2.82,6.58
Physics,51.39,3.84,3.43,8.51
History,30.32,1.93,2.11,1.0
Physics,55.83,3.91,3.55,8.84
Literature,84.13,5.0,0.57,1.48
Chemistry,29.46,2.51,5.74,13.07
Chemistry,38.9,2.74,0.45,1.04
History,62.53,2.79,1.54,3.58
CS,40.31,3.63,0.23,1.0
Physics,44.15,2.44,2.36,5.34
Geography,51.53,3.92,3.32,8.27
Chemistry,32.69,4.35,8.5,21.59
Literature,40.52,4.03,4.03,10.09
Biology,74.07,1.73,2.34,1.0
Math,33.85,4.5,8.09,20.67
Math,28.04,4.44,1.95,4.97
Math,47.4,4.33,2.47,6.27
Geography,74.64,3.87,2.72,6.76
CS,56.06,3.72,1.58,3.89
Physics,50.71,4.53,5.47,13.99
History,60.89,5.0,0.61,1.59
Geography,25.09,2.55,2.43,5.55
Geography,69.89,4.58,3.84,9.84
Chemistry,67.67,3.41,7.03,17.03
Biology,51.81,3.37,6.46,15.61
Geography,80.12,1.96,2.13,1.0
Literature,37.45,3.22,3.09,7.4
Biology,82.56,2.5,1.5,3.41
Literature,63.09,3.04,1.89,4.47
CS,53.27,2.4,7.1,16.02
Physics,59.6,3.05,8.01,18.97
Math,57.85,3.09,6.77,16.07
Geography,84.41,3.6,0.45,1.1
Physics,38.47,1.89,5.69,1.0
CS,44.75,2.05,8.89,19.47
History,80.73,3.86,1.34,3.33
History,48.09,2.7,2.19,5.06
CS,78.01,4.57,4.53,11.61
Literature,93.99,3.73,2.48,6.12
Chemistry,51.96,4.11,15.1,37.95
Chemistry,73.63,4.91,1.82,4.72
Literature,36.93,3.19,3.75,8.96
History,75.09,2.93,4.72,11.09
History,63.99,4.37,2.04,5.18
Geography,69.46,4.01,5.83,14.58
History,47.09,3.31,2.37,5.71
Physics,26.78,4.89,1.59,4.12
History,70.07,3.29,0.34,1.0
Biology,18.73,3.53,1.5,3.66
Geography,53.65,3.52,3.97,9.68
Math,78.82,2.57,7.63,17.45
History,63.84,3.58,0.87,2.13
Literature,98.97,4.9,1.32,3.42
Math,80.5,3.94,0.5,1.25
Physics,46.92,3.53,3.52,8.59
Literature,60.55,3.34,9.67,23.32
Math,59.05,3.83,3.07,7.61
Literature,28.36,4.25,2.88,7.28
Physics,41.19,4.11,2.42,6.08
Geography,48.78,3.17,0.28,1.0
Biology,19.28,3.82,3.92,9.71
Physics,60.95,3.98,2.76,6.89
Physics,55.02,2.49,3.25,7.39
Literature,26.54,3.67,6.87,16.89
Geography,68.08,1.34,4.6,1.0
CS,74.32,3.98,4.55,11.36
Chemistry,64.54,4.16,7.86,19.8
History,53.52,4.25,13.8,34.9
History,71.83,3.1,2.61,6.2
Biology,73.6,3.81,0.35,1.0
Biology,66.15,4.92,1.84,4.77
History,43.51,4.91,4.65,12.06
Chemistry,65.53,3.47,0.08,1.0
History,83.91,3.64,0.18,1.0
CS,48.07,4.61,0.21,1.0
Chemistry,101.96,2.0,3.94,1.0
Biology,49.49,3.18,2.09,4.99
Math,60.65,4.84,1.38,3.57
Literature,46.55,4.48,0.33,1.0
CS,64.47,3.87,3.95,9.81
CS,25.16,1.99,1.16,1.0
Geography,49.08,3.45,0.92,2.23
Biology,38.16,2.91,3.17,7.44
Biology,62.71,3.83,2.46,6.1
Physics,79.89,2.69,1.35,3.12
CS,72.92,2.47,3.08,6.99
Physics,12.57,1.44,0.95,1.0
Physics,100.84,4.72,4.75,12.24
Literature,65.91,3.1,0.78,1.85
Physics,44.47,3.66,0.52,1.28
Chemistry,63.14,3.5,4.58,11.15
History,63.52,2.43,3.69,8.35
Math,46.66,2.24,0.61,1.36
Biology,63.96,2.49,0.37,1.0
Chemistry,47.85,2.78,5.47,12.71
Math,51.91,3.87,4.5,11.18
CS,46.27,2.7,1.19,2.75
CS,31.35,5.0,3.22,8.37
CS,62.92,4.53,0.4,1.02
Chemistry,71.71,4.31,2.12,5.37
Chemistry,70.3,3.38,0.06,1.0
Biology,76.4,5.0,1.49,3.87
History,66.49,3.28,0.23,1.0
Geography,49.35,3.47,1.93,4.69
Physics,76.79,3.67,1.64,4.03
CS,32.85,4.2,1.76,4.44
Literature,41.99,4.14,0.14,1.0
History,40.72,3.02,1.35,3.19
Literature,81.6,2.97,4.24,9.99
Biology,78.86,4.14,1.38,3.47
Biology,69.75,4.22,3.77,9.52
Biology,81.44,3.11,1.38,3.28
Math,42.41,1.91,1.65,1.0
Literature,66.97,3.29,2.49,5.99
History,57.5,4.12,9.03,22.7
Geography,76.94,5.0,0.35,1.0
History,57.7,2.3,0.1,1.0
Chemistry,52.3,3.07,2.81,6.66
Chemistry,70.82,3.11,8.93,21.23
CS,77.52,4.86,13.73,35.54
Geography,46.63,3.47,1.99,4.84
Chemistry,58.78,2.59,1.89,4.33
Biology,38.83,4.06,3.11,7.8
History,10.04,3.1,2.43,5.77
Literature,64.01,2.28,3.02,6.75
Biology,72.18,2.61,6.21,14.25
Math,65.24,5.0,4.11,10.69
Chemistry,21.01,3.88,2.06,5.12
Biology,52.98,3.61,1.86,4.56
Biology,15.63,3.25,3.06,7.34
Math,87.39,3.79,1.82,4.5
Physics,38.28,3.78,1.84,4.55
History,85.11,3.79,0.05,1.0
Literature,78.92,3.61,0.57,1.4
CS,41.99,4.37,2.01,5.11
Physics,37.34,3.52,5.19,12.65
Chemistry,67.01,2.52,0.98,2.23
Biology,43.11,2.89,2.22,5.2
Geography,62.05,1.52,1.27,1.0
Math,50.34,5.0,0.33,1.0
Math,24.38,4.36,9.53,24.21
Geography,15.39,2.67,5.79,13.35
History,64.53,3.22,0.25,1.0
Physics,48.77,2.86,3.82,8.93
CS,48.94,5.0,1.28,3.33
History,73.92,2.08,15.81,34.72
Geography,83.47,3.61,1.08,2.65
Biology,54.55,3.39,0.82,1.98
Geography,53.19,4.33,2.52,6.39
History,70.0,3.4,5.41,13.1
Literature,32.86,1.74,0.64,1.0
Math,64.46,3.25,3.71,8.9
Math,71.04,2.53,0.19,1.0
Chemistry,73.6,3.58,7.54,18.44
Chemistry,21.26,4.93,0.25,1.0
Geography,44.77,1.76,7.37,1.0
CS,42.43,2.7,2.02,4.67
Biology,62.0,2.95,1.78,4.19
Literature,69.61,3.12,10.87,25.86
Physics,89.93,4.24,13.93,35.21
History,50.1,3.33,3.15,7.59
CS,50.05,3.92,0.41,1.02
Biology,82.99,2.87,2.12,4.96
Chemistry,65.93,3.73,2.26,5.57
Geography,85.35,4.28,2.17,5.49
History,65.77,2.77,2.53,5.88
Chemistry,36.86,4.28,0.06,1.0
Geography,33.34,3.55,3.73,9.11
History,28.97,4.55,3.74,9.57
Physics,73.24,3.3,0.37,1.0
Biology,83.77,3.88,2.53,6.29
History,96.99,3.46,2.52,6.12
Literature,76.86,3.4,3.44,8.33
CS,83.26,3.76,0.27,1.0
Math,48.4,4.04,2.95,7.39
Literature,36.87,2.25,0.99,2.21
Literature,77.0,4.93,2.12,5.5
CS,68.35,1.64,4.45,1.0
Math,62.15,2.82,3.67,8.55
Literature,67.75,3.41,0.38,1.0
History,66.46,3.91,2.68,6.67
History,85.68,5.0,10.43,27.12
History,85.9,1.64,0.51,1.0
Math,70.88,2.99,5.75,13.56
Literature,76.92,1.37,3.64,1.0
Geography,70.28,3.53,4.46,10.88
Math,50.78,3.77,0.99,2.45
History,75.13,5.0,1.02,2.65
CS,32.11,3.62,7.09,17.38
Literature,81.08,4.54,1.34,3.43
Literature,36.11,4.08,0.2,1.0
Chemistry,65.72,3.06,2.75,6.52
Chemistry,43.1,2.09,0.4,1.0
Physics,71.07,3.78,4.78,11.82
Geography,59.32,2.01,3.08,6.72
Geography,28.1,4.8,6.23,16.09
Biology,68.41,3.34,4.61,11.12
Geography,48.44,4.7,0.36,1.0
Chemistry,77.62,3.02,1.44,3.4
Math,60.03,3.77,4.47,11.05
Geography,67.91,3.71,1.62,3.99
Chemistry,40.85,3.45,10.77,26.15
Physics,48.21,3.07,3.99,9.46
Literature,50.83,3.89,0.05,1.0
Geography,77.13,2.57,6.36,14.55
Physics,93.55,2.29,0.32,1.0
Literature,43.9,4.74,0.45,1.16
CS,81.54,4.23,3.98,10.06
CS,16.61,3.57,6.01,14.69
Literature,36.12,5.0,2.31,6.01
Geography,40.82,3.23,1.02,2.44
Biology,32.95,4.82,1.3,3.36
Chemistry,28.33,3.68,1.26,3.1
Math,68.26,2.48,1.19,2.7
Math,55.72,5.0,0.83,2.16
History,67.59,4.49,2.82,7.2
Literature,73.81,3.38,6.92,16.73
Math,65.31,4.23,1.1,2.78
Geography,73.16,3.1,0.62,1.47
Biology,58.61,4.33,5.47,13.88
Literature,36.26,1.11,4.06,1.0
Biology,81.16,2.48,8.01,18.19
Geography,48.22,4.48,0.54,1.38
Math,41.29,3.25,0.47,1.13
Math,56.44,3.71,2.34,5.76
History,41.74,2.15,2.86,6.32
Math,51.65,5.0,1.96,5.1
Literature,66.88,4.69,2.74,7.05
Geography,66.97,3.3,0.6,1.44
CS,42.04,3.1,1.96,4.66
Geography,50.25,4.53,3.22,8.24
Literature,81.49,5.0,1.7,4.42
Literature,69.93,4.45,3.41,8.7
History,101.5,5.0,1.8,4.68
History,83.6,2.58,1.22,2.79
Math,82.89,2.68,1.09,2.51
Physics,32.24,2.31,1.59,3.56
Geography,75.28,3.94,0.07,1.0
Geography,58.94,3.68,3.31,8.14
Physics,48.98,3.35,5.6,13.52
History,63.36,4.31,1.31,3.32
Math,78.9,4.73,0.14,1.0
Physics,70.02,1.97,12.98,1.0
Math,42.43,2.9,0.92,2.16
Math,74.85,4.32,0.41,1.04
Math,47.25,3.03,1.38,3.26
Chemistry,64.33,2.7,4.02,9.29
Literature,53.93,4.52,1.04,2.66
Math,55.62,2.21,2.56,5.69
Chemistry,75.32,3.2,1.61,3.85
History,39.2,3.83,0.38,1.0
Physics,98.9,2.93,1.2,2.82
Literature,23.58,4.28,3.87,9.8
CS,48.05,2.93,2.84,6.67
Physics,67.4,4.91,0.38,1.0
Literature,71.69,3.37,0.53,1.28
CS,57.99,4.17,3.07,7.74
Physics,58.85,4.25,5.04,12.74
Literature,68.21,2.87,1.29,3.02
Physics,55.38,1.45,2.71,1.0
Physics,87.86,3.86,0.56,1.39
CS,76.79,3.57,1.12,2.74
Physics,77.46,4.06,0.06,1.0
Physics,40.68,3.27,4.39,10.54
CS,58.41,3.07,1.54,3.65
History,53.99,5.0,5.08,13.21
Math,39.89,2.03,3.7,8.09
Geography,67.2,4.23,5.29,13.37
Biology,49.25,2.93,1.01,2.37
Chemistry,73.11,3.16,0.61,1.45
Biology,38.6,3.18,10.72,25.6
Biology,94.38,2.7,3.79,8.76
Literature,42.07,4.07,5.39,13.52
Math,64.39,4.89,0.04,1.0
Literature,75.84,3.97,1.31,3.27
Math,48.59,3.6,4.07,9.97
CS,77.05,2.51,0.24,1.0
CS,35.42,4.02,2.51,6.28
Geography,89.04,5.0,1.68,4.37
Math,60.28,3.12,0.05,1.0
Physics,48.07,3.12,0.81,1.93
History,54.02,2.94,1.01,2.37
Geography,76.18,3.01,0.36,1.0
Geography,48.31,1.0,3.0,1.0
Physics,45.01,3.91,0.83,2.07
History,55.57,2.65,0.98,2.26
Literature,36.46,1.89,6.86,1.0
History,96.41,4.25,1.89,4.78
Literature,48.67,2.42,1.49,3.37
CS,76.63,3.16,3.86,9.21
Biology,64.19,4.97,7.21,18.73
CS,40.31,2.09,0.08,1.0
CS,59.88,1.97,1.78,1.0
Biology,75.68,3.77,2.83,6.99
History,56.23,4.65,1.15,2.95
Geography,83.86,1.93,4.44,1.0
History,80.43,3.91,10.67,26.56
Literature,78.38,4.08,8.62,21.63
Physics,50.81,1.44,0.93,1.0
Literature,38.4,4.3,0.77,1.95
Physics,47.73,4.38,9.47,24.08
CS,63.92,3.19,1.84,4.4
Biology,70.92,4.75,0.7,1.81
CS,16.57,4.64,3.68,9.45
Math,59.84,3.6,1.0,2.45
History,63.16,3.05,0.93,2.2
Physics,54.45,2.53,6.34,14.46
Literature,85.83,3.46,0.53,1.29
Biology,68.44,4.07,0.2,1.0
Physics,86.2,3.18,0.94,2.24
Literature,55.68,1.3,2.8,1.0
History,78.75,4.77,0.39,1.01
CS,92.7,3.69,1.91,4.7
History,86.23,3.12,2.96,7.04
Chemistry,38.16,4.36,5.67,14.41
Math,54.93,5.0,0.78,2.03
Chemistry,53.1,1.0,5.1,1.0
Biology,69.79,3.93,0.8,1.99
Physics,73.73,2.07,3.39,7.44
Biology,43.22,4.0,1.69,4.22
CS,61.36,3.63,0.37,1.0
Literature,19.6,4.14,3.76,9.46
History,88.84,3.0,0.74,1.75
Chemistry,49.75,1.63,0.58,1.0
Geography,61.12,3.05,1.33,3.15
Chemistry,53.81,3.91,3.18,7.92
CS,82.92,4.52,0.8,2.05
Chemistry,3.25,2.33,0.61,1.37
CS,59.67,4.53,0.03,1.0
Geography,57.88,2.85,1.91,4.46
Biology,50.93,3.86,1.68,4.17
History,94.52,2.99,0.8,1.89
Physics,42.25,3.68,0.17,1.0
Literature,75.44,4.39,1.68,4.27
Physics,67.13,2.27,4.66,10.4
Biology,85.23,2.82,3.77,8.79
Literature,46.66,3.68,5.92,14.56
Chemistry,45.34,5.0,0.03,1.0
Geography,81.92,2.64,10.18,23.41
Geography,68.51,5.0,1.25,3.25
Math,29.1,5.0,13.94,36.24
Biology,49.21,3.4,0.87,2.11
Biology,67.73,3.2,1.91,4.57
History,76.76,2.81,1.31,3.05
Physics,46.42,3.43,1.32,3.2
Biology,1.71,2.09,5.54,12.18
Biology,70.46,3.42,4.12,9.99
Chemistry,35.59,5.0,14.54,37.8
Chemistry,19.65,2.89,2.85,6.68
Literature,3.35,3.26,1.87,4.49
CS,76.28,1.8,0.28,1.0
CS,62.57,3.87,17.02,42.28
Math,55.49,3.76,2.41,5.95
CS,87.78,3.56,3.62,8.84
History,72.75,3.28,1.57,3.77
Math,92.33,3.21,2.38,5.69
Literature,32.15,4.0,8.57,21.42
Chemistry,59.31,3.47,0.55,1.34
CS,27.67,3.81,1.04,2.58
Physics,55.41,3.71,0.49,1.21
Chemistry,55.03,4.62,4.71,12.09
Geography,72.53,4.18,0.19,1.0
History,60.91,3.69,0.26,1.0
Chemistry,72.47,5.0,1.06,2.76
History,74.07,3.92,2.17,5.4
History,103.1,4.8,1.56,4.03
History,53.69,4.11,0.14,1.0
Literature,41.18,1.66,9.47,1.0
History,64.92,4.8,9.16,23.66
History,43.95,3.64,0.98,2.41
Geography,89.64,3.45,3.94,9.57
Physics,54.34,3.78,2.59,6.4
Math,48.69,3.16,0.81,1.93
Biology,50.57,3.73,0.91,2.24
Geography,74.37,2.91,2.03,4.76
Math,56.85,4.77,1.63,4.21
History,47.17,3.39,1.03,2.49
Physics,93.31,3.12,4.94,11.75
Chemistry,42.88,2.58,1.97,4.51
Physics,60.71,3.77,3.19,7.88
Geography,73.05,3.69,0.63,1.55
History,27.37,3.89,2.29,5.69
Physics,69.61,2.47,1.15,2.61
CS,38.9,1.9,2.24,1.0
Physics,76.46,4.13,4.55,11.44
History,40.75,4.98,4.39,11.41
Literature,73.86,2.47,1.31,2.97
CS,82.12,5.0,3.56,9.26
Physics,77.23,3.78,8.51,21.04
Biology,65.03,3.49,2.95,7.18
Biology,55.37,3.1,0.48,1.14
Physics,48.47,2.12,3.42,7.54
Literature,89.42,4.49,0.33,1.0
Chemistry,46.01,2.72,6.17,14.28
History,39.26,2.72,2.18,5.04
Biology,73.31,4.49,1.46,3.73
Chemistry,44.08,1.62,0.18,1.0
Physics,41.0,1.98,1.44,1.0
Geography,31.13,3.48,7.01,17.05
Chemistry,50.34,3.79,0.06,1.0
CS,58.35,3.98,1.93,4.82
Math,64.86,3.2,8.03,19.2
Biology,79.03,5.0,1.51,3.93
Physics,70.54,3.27,1.68,4.03
Geography,56.18,3.27,2.59,6.22
History,56.04,2.7,1.86,4.3
Geography,70.2,3.62,0.55,1.35
Literature,85.45,4.11,0.06,1.0
CS,62.53,4.7,2.82,7.26
Physics,50.62,2.01,7.61,16.61
History,40.14,3.25,0.34,1.0
Literature,31.1,3.95,0.71,1.77
Literature,73.33,4.09,1.39,3.49
Physics,71.56,3.51,4.96,12.08
CS,71.55,4.04,0.94,2.35
Chemistry,57.43,2.69,6.41,14.8
Chemistry,88.14,5.0,0.17,1.0
Literature,50.32,4.49,8.49,21.68
Chemistry,79.11,2.16,2.47,5.46
Math,59.23,2.42,3.23,7.3
Literature,47.83,2.45,1.38,3.13
Literature,71.85,4.18,4.57,11.52
History,68.19,2.22,0.55,1.22
Chemistry,67.14,3.17,0.15,1.0
CS,61.63,3.95,1.51,3.77
Literature,59.24,3.43,5.77,13.99
Geography,107.77,3.76,4.22,10.42
CS,83.69,2.43,2.18,4.93
Math,74.46,4.09,2.55,6.4
History,62.24,2.89,0.42,1.0
Physics,80.14,3.18,5.51,13.16
CS,70.36,3.74,4.64,11.45
Literature,60.52,3.6,3.21,7.86
Math,53.93,3.52,1.88,4.58
Biology,58.38,2.75,10.01,23.21
Math,-3.41,3.2,6.34,15.16
Math,64.21,3.5,3.1,7.55
History,50.23,2.12,1.39,3.06
Physics,91.85,3.04,2.89,6.84
Biology,60.39,3.89,2.57,6.39
Chemistry,36.22,2.22,1.5,3.33
Chemistry,59.0,4.66,1.1,2.83
CS,39.08,4.77,1.57,4.05
Math,69.47,2.25,2.56,5.71
Geography,65.82,4.86,1.68,4.35
History,79.16,3.36,0.92,2.22
Geography,44.18,3.92,4.29,10.68
History,60.68,3.0,2.27,5.36
Chemistry,32.7,4.42,0.21,1.0
CS,74.03,3.91,1.38,3.43
CS,70.38,2.69,6.49,14.98
CS,69.92,2.33,4.22,9.47
Biology,60.03,2.04,1.17,2.56
Physics,68.3,3.69,8.35,20.55
Biology,92.09,4.07,0.24,1.0
Literature,54.3,4.15,9.75,24.55
Literature,62.77,3.38,0.85,2.06
Geography,38.28,2.34,0.03,1.0
Physics,42.63,2.82,1.71,3.99
Chemistry,61.96,4.65,1.33,3.42
Physics,82.08,3.02,2.32,5.48
History,54.87,3.64,4.78,11.73
Literature,55.28,2.42,5.54,12.52
Math,51.86,3.84,1.54,3.82
Math,49.3,3.04,1.69,4.0
Chemistry,65.9,4.55,0.48,1.23
History,30.05,4.27,0.15,1.0
Geography,85.62,3.0,3.08,7.27
Biology,46.69,3.37,0.2,1.0
History,74.44,2.95,3.97,9.34
Math,34.6,2.08,2.32,5.09
Math,73.38,2.64,0.66,1.52
Geography,73.44,3.7,2.33,5.74
Literature,67.68,3.83,0.61,1.51
History,40.11,3.65,1.73,4.25
History,64.99,3.2,4.82,11.53
Math,36.34,4.43,1.86,4.74
Biology,54.94,3.56,0.48,1.17
Chemistry,80.59,4.2,3.86,9.74
CS,75.93,1.73,0.62,1.0
Chemistry,60.3,1.0,4.02,1.0
History,40.5,3.78,1.96,4.85
Chemistry,72.91,2.08,1.81,3.97
Math,60.39,3.29,5.72,13.75
Math,13.59,3.2,3.7,8.85
Geography,75.65,5.0,0.1,1.0
History,59.52,3.9,1.05,2.61
Geography,84.05,3.67,6.14,15.09
History,38.09,4.34,0.06,1.0
CS,-3.53,3.87,2.36,5.86
CS,65.58,3.04,3.9,9.23
Literature,65.83,4.57,2.92,7.48
History,26.19,2.39,4.29,9.67
Biology,40.43,3.82,3.88,9.61
Chemistry,115.1,1.95,3.53,1.0
History,53.89,3.7,5.17,12.73
Physics,74.62,3.69,3.11,7.65
Literature,46.99,5.0,1.54,4.0
Physics,18.19,1.94,1.92,1.0
